xtf_id,Nummer,Name,Abkuerzung,DatenherrAbkuerzung,TUNummer,TUAbkuerzung,Betriebspunkttyp,Verkehrsmittel,y_Koord_Ost,x_Koord_Nord,Hoehe,GdeNummer,GdeName,BeginnGueltigkeit,EndeGueltigkeit,BearbeitungsDatum,Stand,rUebergeordneteHaltestelle
ch14uvag00039933,8577045,"Thunn",,,7,PAG,Haltestelle,Bus,2715071,1091136,283,5192,Lugano,20000616,,20191209,20191215,
